Repeat,VAR2,Point,Device Voltage,Device Current,Device Time,LED Voltage,LED Current,LED Time,Device Current,,6.19E-07
1,1,373,2.00E+01,6.11E-07,1.94E+01,5.70E+00,8.00E-02,1.94E+01,6.11E-07,,
1,1,374,2.00E+01,6.12E-07,1.94E+01,5.70E+00,8.00E-02,1.94E+01,6.12E-07,,
1,1,375,2.00E+01,6.12E-07,1.95E+01,5.70E+00,8.00E-02,1.95E+01,6.12E-07,,
1,1,376,2.00E+01,6.12E-07,1.95E+01,5.70E+00,8.00E-02,1.95E+01,6.12E-07,,
1,1,377,2.00E+01,6.13E-07,1.96E+01,5.70E+00,8.00E-02,1.96E+01,6.13E-07,,
1,1,378,2.00E+01,6.13E-07,1.96E+01,5.70E+00,8.00E-02,1.96E+01,6.13E-07,,
1,1,379,2.00E+01,6.13E-07,1.97E+01,5.70E+00,8.00E-02,1.97E+01,6.13E-07,,
1,1,380,2.00E+01,6.14E-07,1.97E+01,5.70E+00,8.00E-02,1.97E+01,6.14E-07,,
1,1,381,2.00E+01,6.14E-07,1.98E+01,5.70E+00,8.00E-02,1.98E+01,6.14E-07,,
1,1,382,2.00E+01,6.14E-07,1.98E+01,5.70E+00,8.00E-02,1.98E+01,6.14E-07,,
1,1,383,2.00E+01,6.14E-07,1.99E+01,5.70E+00,8.00E-02,1.99E+01,6.14E-07,,
1,1,384,2.00E+01,6.15E-07,1.99E+01,5.70E+00,8.00E-02,1.99E+01,6.15E-07,,
1,1,385,2.00E+01,6.15E-07,2.00E+01,5.70E+00,8.00E-02,2.00E+01,6.15E-07,,
1,1,386,2.00E+01,6.15E-07,2.00E+01,5.70E+00,8.00E-02,2.00E+01,6.15E-07,,
1,1,387,2.00E+01,6.16E-07,2.01E+01,5.70E+00,8.00E-02,2.01E+01,6.16E-07,,
1,1,388,2.00E+01,6.16E-07,2.01E+01,5.70E+00,8.00E-02,2.01E+01,6.16E-07,,
1,1,389,2.00E+01,6.16E-07,2.02E+01,5.70E+00,8.00E-02,2.02E+01,6.16E-07,,
1,1,390,2.00E+01,6.17E-07,2.03E+01,5.70E+00,8.00E-02,2.03E+01,6.17E-07,,
1,1,391,2.00E+01,6.17E-07,2.03E+01,5.70E+00,8.00E-02,2.03E+01,6.17E-07,,
1,1,392,2.00E+01,6.17E-07,2.04E+01,5.70E+00,8.00E-02,2.04E+01,6.17E-07,,
1,1,393,2.00E+01,6.17E-07,2.04E+01,5.70E+00,8.00E-02,2.04E+01,6.17E-07,,
1,1,394,2.00E+01,6.18E-07,2.05E+01,5.70E+00,8.00E-02,2.05E+01,6.18E-07,,
1,1,395,2.00E+01,6.18E-07,2.05E+01,5.70E+00,8.00E-02,2.05E+01,6.18E-07,,
1,1,396,2.00E+01,6.18E-07,2.06E+01,5.70E+00,8.00E-02,2.06E+01,6.18E-07,,
1,1,397,2.00E+01,6.18E-07,2.06E+01,5.70E+00,8.00E-02,2.06E+01,6.18E-07,,
1,1,398,2.00E+01,6.19E-07,2.07E+01,5.70E+00,8.00E-02,2.07E+01,6.19E-07,,
1,1,399,2.00E+01,6.19E-07,2.07E+01,5.70E+00,8.00E-02,2.07E+01,6.19E-07,,
1,1,400,2.00E+01,6.19E-07,2.08E+01,5.70E+00,8.00E-02,2.08E+01,6.19E-07,,
1,1,401,2.00E+01,2.95E-07,2.08E+01,-9.25E-01,-4.00E-11,2.08E+01,2.95E-07,,
1,1,402,2.00E+01,1.74E-07,2.09E+01,-8.59E-01,-1.40E-11,2.09E+01,1.74E-07,,
1,1,403,2.00E+01,1.26E-07,2.09E+01,-8.19E-01,-9.00E-12,2.09E+01,1.26E-07,,
1,1,404,2.00E+01,1.02E-07,2.10E+01,-7.91E-01,-7.00E-12,2.10E+01,1.02E-07,,
1,1,405,2.00E+01,7.75E-08,2.11E+01,-7.55E-01,-5.00E-12,2.11E+01,7.75E-08,,
1,1,406,2.00E+01,7.27E-08,2.11E+01,-7.46E-01,-5.00E-12,2.11E+01,7.27E-08,,
1,1,407,2.00E+01,6.09E-08,2.12E+01,-7.20E-01,-3.00E-12,2.12E+01,6.09E-08,,
1,1,408,2.00E+01,5.67E-08,2.12E+01,-7.10E-01,-4.00E-12,2.12E+01,5.67E-08,,
1,1,409,2.00E+01,5.07E-08,2.13E+01,-6.93E-01,-3.00E-12,2.13E+01,5.07E-08,,
1,1,410,2.00E+01,4.91E-08,2.13E+01,-6.87E-01,-3.00E-12,2.13E+01,4.91E-08,,
1,1,411,2.00E+01,4.43E-08,2.14E+01,-6.71E-01,-3.00E-12,2.14E+01,4.43E-08,,
1,1,412,2.00E+01,4.32E-08,2.15E+01,-6.67E-01,-3.00E-12,2.15E+01,4.32E-08,,
1,1,413,2.00E+01,3.97E-08,2.16E+01,-6.54E-01,-2.00E-12,2.16E+01,3.97E-08,,
1,1,414,2.00E+01,3.76E-08,2.16E+01,-6.45E-01,-2.00E-12,2.16E+01,3.76E-08,,
1,1,415,2.00E+01,3.58E-08,2.17E+01,-6.36E-01,-3.00E-12,2.17E+01,3.58E-08,,
1,1,416,2.00E+01,3.38E-08,2.18E+01,-6.25E-01,-3.00E-12,2.18E+01,3.38E-08,,
1,1,417,2.00E+01,3.33E-08,2.18E+01,-6.22E-01,-2.00E-12,2.18E+01,3.33E-08,,
1,1,418,2.00E+01,3.17E-08,2.19E+01,-6.13E-01,-2.00E-12,2.19E+01,3.17E-08,,
1,1,419,2.00E+01,3.06E-08,2.20E+01,-6.07E-01,-1.00E-12,2.20E+01,3.06E-08,,
1,1,420,2.00E+01,2.97E-08,2.20E+01,-6.02E-01,-2.00E-12,2.20E+01,2.97E-08,,
1,1,421,2.00E+01,2.87E-08,2.21E+01,-5.97E-01,-3.00E-12,2.21E+01,2.87E-08,,
1,1,422,2.00E+01,2.79E-08,2.22E+01,-5.92E-01,0.00E+00,2.22E+01,2.79E-08,,
1,1,423,2.00E+01,2.67E-08,2.23E+01,-5.85E-01,-2.00E-12,2.23E+01,2.67E-08,,
1,1,424,2.00E+01,2.64E-08,2.23E+01,-5.81E-01,-2.00E-12,2.23E+01,2.64E-08,,
1,1,425,2.00E+01,2.60E-08,2.23E+01,-5.78E-01,-2.00E-12,2.23E+01,2.60E-08,,
1,1,426,2.00E+01,2.56E-08,2.24E+01,-5.74E-01,-1.00E-12,2.24E+01,2.56E-08,,
1,1,427,2.00E+01,2.51E-08,2.24E+01,-5.71E-01,-2.00E-12,2.24E+01,2.51E-08,,
1,1,428,2.00E+01,2.48E-08,2.25E+01,-5.66E-01,-1.00E-12,2.25E+01,2.48E-08,,
1,1,429,2.00E+01,2.43E-08,2.25E+01,-5.62E-01,-1.00E-12,2.25E+01,2.43E-08,,
1,1,430,2.00E+01,2.35E-08,2.26E+01,-5.57E-01,-2.00E-12,2.26E+01,2.35E-08,,
1,1,431,2.00E+01,2.34E-08,2.26E+01,-5.52E-01,-2.00E-12,2.26E+01,2.34E-08,,
1,1,432,2.00E+01,2.33E-08,2.27E+01,-5.47E-01,-1.00E-12,2.27E+01,2.33E-08,,
1,1,433,2.00E+01,2.31E-08,2.27E+01,-5.43E-01,-2.00E-12,2.27E+01,2.31E-08,,
1,1,434,2.00E+01,2.27E-08,2.28E+01,-5.39E-01,-2.00E-12,2.28E+01,2.27E-08,,
1,1,435,2.00E+01,2.26E-08,2.28E+01,-5.35E-01,-1.00E-12,2.28E+01,2.26E-08,,
1,1,436,2.00E+01,2.24E-08,2.29E+01,-5.32E-01,-1.00E-12,2.29E+01,2.24E-08,,
1,1,437,2.00E+01,2.22E-08,2.29E+01,-5.29E-01,-1.00E-12,2.29E+01,2.22E-08,,
1,1,438,2.00E+01,2.20E-08,2.30E+01,-5.26E-01,0.00E+00,2.30E+01,2.20E-08,,
1,1,439,2.00E+01,2.18E-08,2.30E+01,-5.24E-01,-1.00E-12,2.30E+01,2.18E-08,,
1,1,440,2.00E+01,2.17E-08,2.31E+01,-5.21E-01,-1.00E-12,2.31E+01,2.17E-08,,
1,1,441,2.00E+01,2.15E-08,2.32E+01,-5.19E-01,-2.00E-12,2.32E+01,2.15E-08,,
1,1,442,2.00E+01,2.13E-08,2.32E+01,-5.17E-01,-1.00E-12,2.32E+01,2.13E-08,,
1,1,443,2.00E+01,2.11E-08,2.33E+01,-5.15E-01,-1.00E-12,2.33E+01,2.11E-08,,
1,1,444,2.00E+01,2.09E-08,2.33E+01,-5.13E-01,-1.00E-12,2.33E+01,2.09E-08,,
1,1,445,2.00E+01,2.07E-08,2.34E+01,-5.11E-01,0.00E+00,2.34E+01,2.07E-08,,
1,1,446,2.00E+01,2.06E-08,2.34E+01,-5.10E-01,0.00E+00,2.34E+01,2.06E-08,,
1,1,447,2.00E+01,2.04E-08,2.35E+01,-5.08E-01,-1.00E-12,2.35E+01,2.04E-08,,
1,1,448,2.00E+01,2.03E-08,2.35E+01,-5.06E-01,-1.00E-12,2.35E+01,2.03E-08,,
1,1,449,2.00E+01,2.01E-08,2.36E+01,-5.05E-01,0.00E+00,2.36E+01,2.01E-08,,
1,1,450,2.00E+01,2.00E-08,2.36E+01,-5.03E-01,0.00E+00,2.36E+01,2.00E-08,,
1,1,451,2.00E+01,1.98E-08,2.37E+01,-5.01E-01,-1.00E-12,2.37E+01,1.98E-08,,
1,1,452,2.00E+01,1.96E-08,2.37E+01,-4.99E-01,-1.00E-12,2.37E+01,1.96E-08,,
1,1,453,2.00E+01,1.95E-08,2.38E+01,-4.98E-01,0.00E+00,2.38E+01,1.95E-08,,
1,1,454,2.00E+01,1.93E-08,2.38E+01,-4.96E-01,0.00E+00,2.38E+01,1.93E-08,,
1,1,455,2.00E+01,1.93E-08,2.39E+01,-4.95E-01,-1.00E-12,2.39E+01,1.93E-08,,
1,1,456,2.00E+01,1.91E-08,2.39E+01,-4.94E-01,0.00E+00,2.39E+01,1.91E-08,,
1,1,457,2.00E+01,1.91E-08,2.40E+01,-4.92E-01,0.00E+00,2.40E+01,1.91E-08,,
1,1,458,2.00E+01,1.89E-08,2.40E+01,-4.90E-01,-1.00E-12,2.40E+01,1.89E-08,,
1,1,459,2.00E+01,1.88E-08,2.41E+01,-4.89E-01,0.00E+00,2.41E+01,1.88E-08,,
1,1,460,2.00E+01,1.87E-08,2.41E+01,-4.87E-01,0.00E+00,2.41E+01,1.87E-08,,
1,1,461,2.00E+01,1.86E-08,2.42E+01,-4.86E-01,0.00E+00,2.42E+01,1.86E-08,,
1,1,462,2.00E+01,1.85E-08,2.43E+01,-4.84E-01,0.00E+00,2.43E+01,1.85E-08,,
1,1,463,2.00E+01,1.85E-08,2.43E+01,-4.83E-01,-1.00E-12,2.43E+01,1.85E-08,,
1,1,464,2.00E+01,1.83E-08,2.44E+01,-4.82E-01,0.00E+00,2.44E+01,1.83E-08,,
1,1,465,2.00E+01,1.83E-08,2.44E+01,-4.81E-01,-1.00E-12,2.44E+01,1.83E-08,,
1,1,466,2.00E+01,1.82E-08,2.45E+01,-4.80E-01,0.00E+00,2.45E+01,1.82E-08,,
1,1,467,2.00E+01,1.82E-08,2.45E+01,-4.79E-01,-1.00E-12,2.45E+01,1.82E-08,,
1,1,468,2.00E+01,1.81E-08,2.46E+01,-4.78E-01,0.00E+00,2.46E+01,1.81E-08,,
1,1,469,2.00E+01,1.80E-08,2.46E+01,-4.77E-01,0.00E+00,2.46E+01,1.80E-08,,
1,1,470,2.00E+01,1.79E-08,2.47E+01,-4.76E-01,0.00E+00,2.47E+01,1.79E-08,,
1,1,471,2.00E+01,1.79E-08,2.47E+01,-4.75E-01,-1.00E-12,2.47E+01,1.79E-08,,
1,1,472,2.00E+01,1.78E-08,2.48E+01,-4.74E-01,0.00E+00,2.48E+01,1.78E-08,,
1,1,473,2.00E+01,1.77E-08,2.48E+01,-4.73E-01,-1.00E-12,2.48E+01,1.77E-08,,
1,1,474,2.00E+01,1.77E-08,2.49E+01,-4.72E-01,0.00E+00,2.49E+01,1.77E-08,,
1,1,475,2.00E+01,1.76E-08,2.49E+01,-4.71E-01,0.00E+00,2.49E+01,1.76E-08,,
1,1,476,2.00E+01,1.76E-08,2.50E+01,-4.71E-01,0.00E+00,2.50E+01,1.76E-08,,
1,1,477,2.00E+01,1.75E-08,2.50E+01,-4.70E-01,0.00E+00,2.50E+01,1.75E-08,,
1,1,478,2.00E+01,1.75E-08,2.51E+01,-4.69E-01,0.00E+00,2.51E+01,1.75E-08,,
1,1,479,2.00E+01,1.74E-08,2.51E+01,-4.68E-01,-1.00E-12,2.51E+01,1.74E-08,,
1,1,480,2.00E+01,1.74E-08,2.52E+01,-4.67E-01,0.00E+00,2.52E+01,1.74E-08,,
1,1,481,2.00E+01,1.73E-08,2.52E+01,-4.65E-01,0.00E+00,2.52E+01,1.73E-08,,
1,1,482,2.00E+01,1.73E-08,2.53E+01,-4.65E-01,0.00E+00,2.53E+01,1.73E-08,,
1,1,483,2.00E+01,1.72E-08,2.53E+01,-4.64E-01,-1.00E-12,2.53E+01,1.72E-08,,
1,1,484,2.00E+01,1.72E-08,2.54E+01,-4.63E-01,0.00E+00,2.54E+01,1.72E-08,,
1,1,485,2.00E+01,1.72E-08,2.54E+01,-4.62E-01,0.00E+00,2.54E+01,1.72E-08,,
1,1,486,2.00E+01,1.71E-08,2.55E+01,-4.61E-01,0.00E+00,2.55E+01,1.71E-08,,
1,1,487,2.00E+01,1.71E-08,2.55E+01,-4.60E-01,-1.00E-12,2.55E+01,1.71E-08,,
1,1,488,2.00E+01,1.70E-08,2.56E+01,-4.59E-01,-1.00E-12,2.56E+01,1.70E-08,,
1,1,489,2.00E+01,1.70E-08,2.56E+01,-4.59E-01,0.00E+00,2.56E+01,1.70E-08,,
1,1,490,2.00E+01,1.70E-08,2.57E+01,-4.58E-01,-1.00E-12,2.57E+01,1.70E-08,,
1,1,491,2.00E+01,1.69E-08,2.58E+01,-4.56E-01,-1.00E-12,2.58E+01,1.69E-08,,
1,1,492,2.00E+01,1.69E-08,2.58E+01,-4.56E-01,0.00E+00,2.58E+01,1.69E-08,,
1,1,493,2.00E+01,1.69E-08,2.58E+01,-4.55E-01,-1.00E-12,2.58E+01,1.69E-08,,
1,1,494,2.00E+01,1.68E-08,2.59E+01,-4.55E-01,0.00E+00,2.59E+01,1.68E-08,,
1,1,495,2.00E+01,1.68E-08,2.59E+01,-4.54E-01,-1.00E-12,2.59E+01,1.68E-08,,
1,1,496,2.00E+01,1.68E-08,2.60E+01,-4.53E-01,0.00E+00,2.60E+01,1.68E-08,,
1,1,497,2.00E+01,1.68E-08,2.61E+01,-4.53E-01,-1.00E-12,2.61E+01,1.68E-08,,
1,1,498,2.00E+01,1.67E-08,2.61E+01,-4.52E-01,0.00E+00,2.61E+01,1.67E-08,,
1,1,499,2.00E+01,1.67E-08,2.62E+01,-4.52E-01,0.00E+00,2.62E+01,1.67E-08,,
1,1,500,2.00E+01,1.67E-08,2.62E+01,-4.52E-01,0.00E+00,2.62E+01,1.67E-08,,
